Longitude (x),Latitude (y),STATION_NAME,ID,LOCAL_DATE,LOCAL_YEAR,LOCAL_MONTH,LOCAL_DAY,Data Quality,MAX_TEMPERATURE,Max Temp Flag,MIN_TEMPERATURE,Min Temp Flag,MEAN_TEMPERATURE,Mean Temp Flag,HEATING_DEGREE_DAYS,Heat Deg Days Flag,COOLING_DEGREE_DAYS,Cool Deg Days Flag,TOTAL_RAIN,Total Rain Flag,TOTAL_SNOW,Total Snow Flag,TOTAL_PRECIPITATION,Total Precip Flag,SNOW_ON_GROUND,Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
-78.88,43.92,OSHAWA,6155875,2019-02-27,2019,02,27,,-10.7,,-13.7,,-12.2,,30.2,,0,,,,,,0,,,,9,,41,
-78.88,43.92,OSHAWA,6155875,2019-02-28,2019,02,28,,-6.6,,-19.1,,-12.9,,30.9,,0,,,,,,0,,,,,M,,M
-78.88,43.92,OSHAWA,6155875,2019-03-01,2019,03,01,,-0.7,,-13.1,,-6.9,,24.9,,0,,,,,,0,,,,,M,,M
-78.88,43.92,OSHAWA,6155875,2019-03-02,2019,03,02,,-0.7,,-9.6,,-5.2,,23.2,,0,,,,,,1.6,,,,,M,,M
-78.88,43.92,OSHAWA,6155875,2019-03-03,2019,03,03,,-1.9,,-15.2,,-8.6,,26.6,,0,,,,,,0.7,,,,33,,33,
-78.88,43.92,OSHAWA,6155875,2019-03-04,2019,03,04,,-7.1,,-14.8,,-11,,29,,0,,,,,,0,,,,27,,41,
-78.88,43.92,OSHAWA,6155875,2019-03-05,2019,03,05,,-8,,-16.1,,-12.1,,30.1,,0,,,,,,0,,,,25,,48,
-78.88,43.92,OSHAWA,6155875,2019-03-06,2019,03,06,,-8.4,,-18.5,,-13.5,,31.5,,0,,,,,,0,,,,26,,46,
-78.88,43.92,OSHAWA,6155875,2019-03-07,2019,03,07,,-5.2,,-15.5,,-10.4,,28.4,,0,,,,,,0,,,,26,,50,
-78.88,43.92,OSHAWA,6155875,2019-03-08,2019,03,08,,-2.6,,-17.8,,-10.2,,28.2,,0,,,,,,0,,,,,M,,M
-78.88,43.92,OSHAWA,6155875,2019-03-09,2019,03,09,,1.2,,-14.7,,-6.8,,24.8,,0,,,,,,0,,,,9,,65,
-78.88,43.92,OSHAWA,6155875,2019-03-10,2019,03,10,,4.7,,0.5,,2.6,,15.4,,0,,,,,,22.6,,,,10,,67,
-78.88,43.92,OSHAWA,6155875,2019-03-11,2019,03,11,,2.6,,-1.9,,0.4,,17.6,,0,,,,,,0,,,,25,,50,
-78.88,43.92,OSHAWA,6155875,2019-03-12,2019,03,12,,2.7,,-4.3,,-0.8,,18.8,,0,,,,,,0,,,,29,,39,
-78.88,43.92,OSHAWA,6155875,2019-03-13,2019,03,13,,2.4,,-5.2,,-1.4,,19.4,,0,,,,,,2.2,,,,,M,,M
-78.88,43.92,OSHAWA,6155875,2019-03-14,2019,03,14,,10.6,,2,,6.3,,11.7,,0,,,,,,7.9,,,,15,,42,
-78.88,43.92,OSHAWA,6155875,2019-03-15,2019,03,15,,9.3,,0.5,,4.9,,13.1,,0,,,,,,2.4,,,,29,,48,
-78.88,43.92,OSHAWA,6155875,2019-03-16,2019,03,16,,1,,-4.7,,-1.9,,19.9,,0,,,,,,0,,,,28,,61,
-78.88,43.92,OSHAWA,6155875,2019-03-17,2019,03,17,,1.3,,-5.9,,-2.3,,20.3,,0,,,,,,0,,,,29,,39,
-78.88,43.92,OSHAWA,6155875,2019-03-18,2019,03,18,,3.4,,-8,,-2.3,,20.3,,0,,,,,,0,,,,29,,41,
-78.88,43.92,OSHAWA,6155875,2019-03-19,2019,03,19,,4.4,,-6.2,,-0.9,,18.9,,0,,,,,,0,,,,,M,,M
-78.88,43.92,OSHAWA,6155875,2019-03-20,2019,03,20,,8.5,,-5.7,,1.4,,16.6,,0,,,,,,0,,,,19,,35,
-78.88,43.92,OSHAWA,6155875,2019-03-21,2019,03,21,,9,,1.5,,5.3,,12.7,,0,,,,,,0.2,,,,32,,33,
-78.88,43.92,OSHAWA,6155875,2019-03-22,2019,03,22,,3.7,,-4.6,,-0.5,,18.5,,0,,,,,,0,,,,34,,72,
-78.88,43.92,OSHAWA,6155875,2019-03-23,2019,03,23,,4.6,,-8.2,,-1.8,,19.8,,0,,,,,,0,,,,32,,68,
-78.88,43.92,OSHAWA,6155875,2019-03-24,2019,03,24,,10.2,,-6.9,,1.7,,16.3,,0,,,,,,0,,,,35,,45,
-78.88,43.92,OSHAWA,6155875,2019-03-25,2019,03,25,,3.8,,-6.5,,-1.4,,19.4,,0,,,,,,0,,,,27,,37,
-78.88,43.92,OSHAWA,6155875,2019-03-26,2019,03,26,,2.6,,-6.6,,-2,,20,,0,,,,,,0,,,,,M,,M
-78.88,43.92,OSHAWA,6155875,2019-03-27,2019,03,27,,6.2,,-7.2,,-0.5,,18.5,,0,,,,,,0,,,,21,,32,
-78.88,43.92,OSHAWA,6155875,2019-03-28,2019,03,28,,9.6,,-4.2,,2.7,,15.3,,0,,,,,,1.7,,,,21,,52,
-78.88,43.92,OSHAWA,6155875,2019-03-29,2019,03,29,,10.7,,2,,6.4,,11.6,,0,,,,,,0.8,,,,31,,37,
-78.88,43.92,OSHAWA,6155875,2019-03-30,2019,03,30,,5.5,,0.4,,3,,15,,0,,,,,,23.3,,,,1,,35,
-78.88,43.92,OSHAWA,6155875,2019-03-31,2019,03,31,,1.9,,-3.1,,-0.6,,18.6,,0,,,,,,9.9,,,,32,,45,
-78.88,43.92,OSHAWA,6155875,2019-04-01,2019,04,01,,2.4,,-5.9,,-1.8,,19.8,,0,,,,,,0,,,,20,,46,
-78.88,43.92,OSHAWA,6155875,2019-04-02,2019,04,02,,7.7,,0.2,,4,,14,,0,,,,,,0,,,,18,,39,
-78.88,43.92,OSHAWA,6155875,2019-04-03,2019,04,03,,7.3,,-1,,3.2,,14.8,,0,,,,,,0,,,,27,,68,
-78.88,43.92,OSHAWA,6155875,2019-04-04,2019,04,04,,5,,-3.5,,0.8,,17.2,,0,,,,,,0,,,,34,,39,
-78.88,43.92,OSHAWA,6155875,2019-04-05,2019,04,05,,2.6,,-4.4,,-0.9,,18.9,,0,,,,,,0,,,,10,,46,
-78.88,43.92,OSHAWA,6155875,2019-04-06,2019,04,06,,11.4,,1.1,,6.3,,11.7,,0,,,,,,0,,,,,M,,M
-78.88,43.92,OSHAWA,6155875,2019-04-07,2019,04,07,,13.7,,2.9,,8.3,,9.7,,0,,,,,,3.8,,,,9,,42,
-78.88,43.92,OSHAWA,6155875,2019-04-08,2019,04,08,,16.3,,4.5,,10.4,,7.6,,0,,,,,,4.1,,,,27,,55,
-78.88,43.92,OSHAWA,6155875,2019-04-09,2019,04,09,,9.6,,2.6,,6.1,,11.9,,0,,,,,,0.8,,,,28,,63,
-78.88,43.92,OSHAWA,6155875,2019-04-10,2019,04,10,,8.3,,-0.3,,4,,14,,0,,,,,,0,,,,3,,35,
-78.88,43.92,OSHAWA,6155875,2019-04-11,2019,04,11,,4.9,,-2.7,,1.1,,16.9,,0,,,,,,0.6,,,,9,,42,
-78.88,43.92,OSHAWA,6155875,2019-04-12,2019,04,12,,14.3,,4.8,,9.6,,8.4,,0,,,,,,1.5,,,,11,,54,
-78.88,43.92,OSHAWA,6155875,2019-04-13,2019,04,13,,14.2,,1.2,,7.7,,10.3,,0,,,,,,0,,,,25,,52,
-78.88,43.92,OSHAWA,6155875,2019-04-14,2019,04,14,,4.2,,-0.8,,1.7,,16.3,,0,,,,,,25,,,,7,,45,
-78.88,43.92,OSHAWA,6155875,2019-04-15,2019,04,15,,7.3,,-1.7,,2.8,,15.2,,0,,,,,,1.2,,,,29,,67,
-78.88,43.92,OSHAWA,6155875,2019-04-16,2019,04,16,,7.7,,-4,,1.9,,16.1,,0,,,,,,0,,,,,M,,M
-78.88,43.92,OSHAWA,6155875,2019-04-17,2019,04,17,,13.5,,-3.2,,5.2,,12.8,,0,,,,,,0,,,,10,,52,
-78.88,43.92,OSHAWA,6155875,2019-04-18,2019,04,18,,17.8,,7.8,,12.8,,5.2,,0,,,,,,1.9,,,,9,,37,
-78.88,43.92,OSHAWA,6155875,2019-04-19,2019,04,19,,12,,5,,8.5,,9.5,,0,,,,,,14.5,,,,1,,45,
-78.88,43.92,OSHAWA,6155875,2019-04-20,2019,04,20,,8.9,,4.7,,6.8,,11.2,,0,,,,,,20,,,,7,,42,
-78.88,43.92,OSHAWA,6155875,2019-04-21,2019,04,21,,10.8,,4.1,,7.5,,10.5,,0,,,,,,0,,,,,M,,M
-78.88,43.92,OSHAWA,6155875,2019-04-22,2019,04,22,,14.9,,1.7,,8.3,,9.7,,0,,,,,,0,,,,,M,,M
-78.88,43.92,OSHAWA,6155875,2019-04-23,2019,04,23,,14.8,,5.4,,10.1,,7.9,,0,,,,,,7.8,,,,26,,58,
-78.88,43.92,OSHAWA,6155875,2019-04-24,2019,04,24,,11.1,,0.1,,5.6,,12.4,,0,,,,,,0,,,,29,,54,
-78.88,43.92,OSHAWA,6155875,2019-04-25,2019,04,25,,12.8,,-1.4,,5.7,,12.3,,0,,,,,,0,,,,,M,,M
-78.88,43.92,OSHAWA,6155875,2019-04-26,2019,04,26,,11.2,,3.8,,7.5,,10.5,,0,,,,,,26.6,,,,29,,63,
-78.88,43.92,OSHAWA,6155875,2019-04-27,2019,04,27,,8.4,,0.5,,4.5,,13.5,,0,,,,,,0,,,,30,,65,
-78.88,43.92,OSHAWA,6155875,2019-04-28,2019,04,28,,10.4,,1.4,,5.9,,12.1,,0,,,,,,0,,,,32,,46,
-78.88,43.92,OSHAWA,6155875,2019-04-29,2019,04,29,,6.8,,-3.2,,1.8,,16.2,,0,,,,,,0.4,,,,9,,46,
-78.88,43.92,OSHAWA,6155875,2019-04-30,2019,04,30,,10,,3.7,,6.9,,11.1,,0,,,,,,0.7,,,,,M,,M
-78.88,43.92,OSHAWA,6155875,2019-05-01,2019,05,01,,10.2,,5.4,,7.8,,10.2,,0,,,,,,12.8,,,,9,,67,
-78.88,43.92,OSHAWA,6155875,2019-05-02,2019,05,02,,8,,4.4,,6.2,,11.8,,0,,,,,,1.9,,,,,M,,M
-78.88,43.92,OSHAWA,6155875,2019-05-03,2019,05,03,,12,,5.5,,8.8,,9.2,,0,,,,,,13.7,,,,,M,,M
-78.88,43.92,OSHAWA,6155875,2019-05-04,2019,05,04,,12,,3.9,,8,,10,,0,,,,,,0,,,,,M,,M
-78.88,43.92,OSHAWA,6155875,2019-05-05,2019,05,05,,16.5,,1.6,,9.1,,8.9,,0,,,,,,0,,,,,M,,M
-78.88,43.92,OSHAWA,6155875,2019-05-06,2019,05,06,,19.3,,3.3,,11.3,,6.7,,0,,,,,,0,,,,20,,35,
-78.88,43.92,OSHAWA,6155875,2019-05-07,2019,05,07,,16.1,,5.1,,10.6,,7.4,,0,,,,,,2.2,,,,29,,37,
-78.88,43.92,OSHAWA,6155875,2019-05-08,2019,05,08,,12,,2.6,,7.3,,10.7,,0,,,,,,0,,,,13,,35,
-78.88,43.92,OSHAWA,6155875,2019-05-09,2019,05,09,,17.7,,9.8,,13.8,,4.2,,0,,,,,,8.3,,,,9,,63,
-78.88,43.92,OSHAWA,6155875,2019-05-10,2019,05,10,,15.4,,3.8,,9.6,,8.4,,0,,,,,,10,,,,29,,52,
-78.88,43.92,OSHAWA,6155875,2019-05-11,2019,05,11,,13.8,,0,,6.9,,11.1,,0,,,,,,0,,,,35,,32,
-78.88,43.92,OSHAWA,6155875,2019-05-12,2019,05,12,,9.3,,5.4,,7.4,,10.6,,0,,,,,,4.2,,,,9,,55,
-78.88,43.92,OSHAWA,6155875,2019-05-13,2019,05,13,,7.5,,5.2,,6.4,,11.6,,0,,,,,,8,,,,9,,52,
-78.88,43.92,OSHAWA,6155875,2019-05-14,2019,05,14,,13.4,,2.3,,7.9,,10.1,,0,,,,,,0.2,,,,30,,32,
-78.88,43.92,OSHAWA,6155875,2019-05-15,2019,05,15,,19.5,,1.4,,10.5,,7.5,,0,,,,,,0,,,,31,,41,
-78.88,43.92,OSHAWA,6155875,2019-05-16,2019,05,16,,13.9,,7.2,,10.6,,7.4,,0,,,,,,0.9,,,,,M,,M
-78.88,43.92,OSHAWA,6155875,2019-05-17,2019,05,17,,,M,,M,,M,,M,,M,,,,,,M,,,,M,,M
-78.88,43.92,OSHAWA,6155875,2019-05-18,2019,05,18,,15.3,,4.3,,9.8,,8.2,,0,,,,,,0,,,,10,,35,
-78.88,43.92,OSHAWA,6155875,2019-05-19,2019,05,19,,23.5,,9.7,,16.6,,1.4,,0,,,,,,4.3,,,,22,,39,
-78.88,43.92,OSHAWA,6155875,2019-05-20,2019,05,20,,19.6,,6.3,,13,,5,,0,,,,,,0,,,,26,,63,
-78.88,43.92,OSHAWA,6155875,2019-05-21,2019,05,21,,18.7,,3.6,,11.2,,6.8,,0,,,,,,0,,,,35,,46,
